store_id,month,revenue
S090,2025-08,124337.95
S090,2025-09,146149.04
S090,2025-10,157309.75
S090,2025-11,184557.31
S090,2025-12,171774.35
S091,2025-01,190006.55
S091,2025-02,168254.49
S091,2025-03,194987.91
S091,2025-04,215723.99
S091,2025-05,206817.27
S091,2025-06,227509.39
S091,2025-07,234267.32
S091,2025-08,205703.41
S091,2025-09,208734.98
S091,2025-10,221829.02
S091,2025-11,236851.65
S091,2025-12,236973.62
S092,2025-01,133574.92
S092,2025-02,107569.94
S092,2025-03,123476.76
S092,2025-04,135686.68
S092,2025-05,132759.15
S092,2025-06,138207.7
S092,2025-07,141091.28
S092,2025-08,141722.58
S092,2025-09,143456.28
S092,2025-10,152303.18
S092,2025-11,187062.16
S092,2025-12,177652.18
S093,2025-01,196240.58
S093,2025-02,176039.15
S093,2025-03,235003.32
S093,2025-04,216014.13
S093,2025-05,239265.15
S093,2025-06,220543.47
S093,2025-07,263720.27
S093,2025-08,277836.95
S093,2025-09,255938.29
S093,2025-10,268884.42
S093,2025-11,296310.85
S093,2025-12,297007.28
S094,2025-01,109708.29
S094,2025-02,109707.02
S094,2025-03,107381.25
S094,2025-04,118229.16
S094,2025-05,114941.18
S094,2025-06,113860.95
S094,2025-07,123033.58
S094,2025-08,115907.54
S094,2025-09,135133.08
S094,2025-10,128982.36
S094,2025-11,154138.94
S094,2025-12,137920.31
S095,2025-01,213611.42
S095,2025-02,199697.21
S095,2025-03,204758.92
S095,2025-04,235640.21
S095,2025-05,231280.97
S095,2025-06,242857.58
S095,2025-07,238126.51
S095,2025-08,223850.33
S095,2025-09,266007.98
S095,2025-10,278639.63
S095,2025-11,289551.33
S095,2025-12,283216.99
